Centro,Almacén,Material,N° Pallet,Lote,Fecha,Stock,UN,Bloqueado,Antiguedad_dias
P109,I93,920100668,1001615560,25J10GJAED,10.10.25,9,UN,,5
P109,I93,920100668,1001615587,25J11GJAEB,11.10.25,9,UN,,4
P109,I93,920100669,1001615612,25J11GJIEA,11.10.25,9,UN,,4
P109,I93,930101927,1001324163,24C08FJALA,08.03.24,8,UN,,586
P109,I93,930101927,1001324171,24C08FJALB,08.03.24,8,UN,,586
P109,I93,930101927,1001324178,24C08FJALC,08.03.24,8,UN,,586
P109,I93,930101927,1001324187,24C08FJALD,08.03.24,8,UN,,586
P109,I93,930101927,1001324900,24C09FJALA,09.03.24,8,UN,,585
P109,I93,930101927,1001324908,24C09FJALB,09.03.24,8,UN,,585
P109,I93,930101927,1001324920,24C09FJALC,09.03.24,8,UN,,585
P109,I93,930101927,1001324926,24C09FJALD,09.03.24,8,UN,,585
P109,I93,930101927,1001324930,24C09FJALE,09.03.24,8,UN,,585
P109,I93,930101927,1001324935,24C09FJALF,09.03.24,8,UN,,585
P109,I93,930101927,1001324942,24C09FJALG,09.03.24,8,UN,,585
P109,I93,930101927,1001325700,24C11FJALF,11.03.24,8,UN,,583
P109,I93,930101927,1001325703,24C11FJALB,11.03.24,8,UN,,583
P109,I93,930101927,1001325706,24C11FJALC,11.03.24,8,UN,,583
P109,I93,930101927,1001325708,24C11FJALC,11.03.24,8,UN,,583
P109,I93,930101927,1001325715,24C11FJALD,11.03.24,8,UN,,583
P109,I93,930101927,1001325721,24C11FJALE,11.03.24,8,UN,,583
P109,I93,930101927,1001326360,24C12FJALA,12.03.24,8,UN,,582
P109,I93,930101926,1001326366,24C12FJNLC,12.03.24,8,UN,,582
P109,I93,930101926,1001326428,24C12FJNLA,12.03.24,8,UN,,582
P109,I93,930101926,1001326434,24C12FJNLB,12.03.24,8,UN,,582
P109,I93,930101926,1001326439,24C12FJNLD,12.03.24,8,UN,,582
P109,I93,930101926,1001326445,24C12FJNLE,12.03.24,8,UN,,582
P109,I93,930101926,1001326452,24C12FJNLF,12.03.24,8,UN,,582
P109,I93,930101928,1001326813,24C13FJHLA,13.03.24,8,UN,,581
P109,I93,930101928,1001326818,24C13FJHLB,13.03.24,8,UN,,581
P109,I93,930101928,1001326819,24C13FJHLB,13.03.24,8,UN,,581
P109,I93,930101928,1001326827,24C13FJHLC,13.03.24,8,UN,,581
P109,I93,930101928,1001326832,24C13FJHLD,13.03.24,8,UN,,581
P109,I93,930101928,1001326837,24C13FJHLE,13.03.24,8,UN,,581
P109,I93,930101928,1001326843,24C13FJHLF,13.03.24,8,UN,,581
P109,I93,930101928,1001326849,24C13FJHLG,13.03.24,8,UN,,581
P109,I93,930101928,1001326854,24C13FJHLH,13.03.24,8,UN,,581
P109,I93,930101928,1001326855,24C13FJHLH,13.03.24,8,UN,,581
P109,I93,930101928,1001326862,24C13FJHLI,13.03.24,8,UN,,581
P109,I93,930101926,1001326869,24C13FJNLA,13.03.24,8,UN,,581
P109,I93,930101928,1001327301,24C14FJHLA,14.03.24,8,UN,,580
P109,I93,930101928,1001327307,24C14FJHLB,14.03.24,8,UN,,580
P109,I93,930101928,1001327312,24C14FJHLC,14.03.24,8,UN,,580
P109,I93,930101928,1001327336,24C14FJHLD,14.03.24,8,UN,,580
P109,I93,930101928,1001327343,24C14FJHLE,14.03.24,8,UN,,580
P109,I93,930101928,1001327355,24C14FJHLF,14.03.24,8,UN,,580
P109,I93,930101928,1001327656,24C14FJHLG,14.03.24,8,UN,,580
P109,I93,930101928,1001327687,24C14FJHLI,14.03.24,8,UN,,580
P109,I93,930101928,1001327694,24C14FJHLJ,14.03.24,8,UN,,580
P109,I93,930101928,1001327697,24C14FJHLK,14.03.24,8,UN,,580
P109,I93,930101928,1001327723,24C15FJHLA,15.03.24,8,UN,,579
P109,I93,930101928,1001327728,24C15FJHLB,15.03.24,8,UN,,579
P109,I93,930101928,1001327733,24C15FJHLC,15.03.24,8,UN,,579
P109,I93,930101928,1001327734,24C15FJHLC,15.03.24,8,UN,,579
P109,I93,930101928,1001327748,24C15FJHLD,15.03.24,8,UN,,579
P109,I93,930101926,1001331210,24C15FJNLC,15.03.24,8,UN,,579
P109,I93,930101927,1001331289,24C11FJALA,11.03.24,8,UN,,583
P109,I93,930101926,1001331641,24C15FJNLD,15.03.24,8,UN,,579
P109,I93,930101926,1001332071,24C16FJNLA,16.03.24,8,UN,,578
P109,I93,930101926,1001332077,24C16FJNLB,16.03.24,8,UN,,578
P109,I93,930101926,1001332084,24C16FJNLC,16.03.24,8,UN,,578
P109,I93,930101926,1001332088,24C16FJNLD,16.03.24,8,UN,,578
P109,I93,930101926,1001332092,24C16FJNLE,16.03.24,8,UN,,578
P109,I93,930101927,1001332096,24C16FJALA,16.03.24,8,UN,,578
P109,I93,930101927,1001332099,24C16FJALB,16.03.24,8,UN,,578
P109,I93,930101927,1001332106,24C16FJALC,16.03.24,8,UN,,578
P109,I93,930101926,1001334265,24C15FJNLA,15.03.24,8,UN,,579
P109,I93,930101926,1001334276,24C15FJNLB,15.03.24,8,UN,,579
P109,I93,930101927,1001360142,24E06FJALA,06.05.24,8,UN,,527
P109,I93,930101927,1001361510,24E07FJALA,07.05.24,8,UN,,526
P109,I93,930101927,1001361527,24E06FJALD,06.05.24,8,UN,,527
P109,I93,930101927,1001361532,24E06FJALC,06.05.24,8,UN,,527
P109,I93,930101927,1001361539,24E06FJALB,06.05.24,8,UN,,527
P109,I93,930101927,1001361724,24E07FJALB,07.05.24,8,UN,,526
P109,I93,930101927,1001361823,24E07FJALC,07.05.24,8,UN,,526
P109,I93,930101927,1001362150,24E07FJALD,07.05.24,8,UN,,526
P109,I93,930101927,1001362760,24E08FJALA,08.05.24,8,UN,,525
P109,I93,930101927,1001362808,24E08FJALB,08.05.24,8,UN,,525
P109,I93,930101927,1001363302,24E08FJALE,08.05.24,8,UN,,525
P109,I93,930101927,1001364977,24E09FJALD,09.05.24,8,UN,,524
P109,I93,930101926,1001380062,24F01FJNLA,01.06.24,8,UN,,501
P109,I93,930101926,1001380068,24F01FJNLB,01.06.24,8,UN,,501
P109,I93,930101927,1001382105,24E08FJALF,08.05.24,8,UN,,525
P109,I93,930101926,1001383747,24F17FJNLA,17.06.24,8,UN,,485
P109,I93,930101926,1001383750,24F17FJNLB,17.06.24,8,UN,,485
P109,I93,930101926,1001383754,24F17FJNLC,17.06.24,8,UN,,485
P109,I93,930101926,1001383767,24F18FJNLA,18.06.24,8,UN,,484
P109,I93,930101926,1001383930,24F19FJNLE,19.06.24,8,UN,,483
P109,I93,930101926,1001391387,24G11FJNLA,11.07.24,8,UN,,461
P109,I93,930101926,1001391390,24G12FJNLC,12.07.24,8,UN,,460
P109,I93,930101926,1001391393,24G12FJNLD,12.07.24,8,UN,,460
P109,I93,930101926,1001391396,24G12FJNLE,12.07.24,8,UN,,460
P109,I93,930101928,1001476347,25B01FJHLA,01.02.25,8,UN,,256
P109,I93,930101928,1001476354,25B01FJHLB,01.02.25,8,UN,,256
P109,I93,930101928,1001476369,25B01FJHLD,01.02.25,8,UN,,256
P109,I93,930101928,1001476377,25B01FJHLE,01.02.25,8,UN,,256
P109,I93,930101928,1001476382,25B03FJHLA,03.02.25,8,UN,,254
P109,I93,930101928,1001476387,25B03FJHLB,03.02.25,8,UN,,254
P109,I93,930101928,1001476394,25B03FJHLC,03.02.25,8,UN,,254
P109,I93,930101928,1001476397,25B03FJHLD,03.02.25,8,UN,,254
P109,I93,930101928,1001476401,25B03FJHLD,03.02.25,8,UN,,254
P109,I93,930101928,1001476407,25B03FJHLE,03.02.25,8,UN,,254
P109,I93,930101928,1001476411,25B03FJHLF,03.02.25,8,UN,,254
P109,I93,930101928,1001476417,25B04FJHLA,04.02.25,8,UN,,253
P109,I93,930101928,1001476422,25B04FJHLB,04.02.25,8,UN,,253
P109,I93,930101928,1001476429,25B04FJHLC,04.02.25,8,UN,,253
P109,I93,930101928,1001476435,25B04FJHLD,04.02.25,8,UN,,253
P109,I93,930101928,1001476440,25B04FJHLE,04.02.25,8,UN,,253
P109,I93,930101928,1001476447,25B04FJHLF,04.02.25,8,UN,,253
P109,I93,930101928,1001476451,25B05FJHLA,05.02.25,8,UN,,252
P109,I93,930101928,1001476457,25B05FJHLB,05.02.25,8,UN,,252
P109,I93,930101926,1001476460,25B05FJNLA,05.02.25,8,UN,,252
P109,I93,930101926,1001476468,25B05FJNLB,05.02.25,8,UN,,252
P109,I93,930101926,1001476477,25B05FJNLC,05.02.25,8,UN,,252
P109,I93,930101926,1001476481,25B05FJNLD,05.02.25,8,UN,,252
P109,I93,930101926,1001476485,25B06FJNLA,06.02.25,8,UN,,251
P109,I93,930101926,1001476488,25B06FJNLB,06.02.25,8,UN,,251
P109,I93,930101926,1001476492,25B06FJNLC,06.02.25,8,UN,,251
P109,I93,930101926,1001476496,25B06FJNLD,06.02.25,8,UN,,251
P109,I93,930101926,1001476502,25B06FJNLE,06.02.25,8,UN,,251
P109,I93,930101926,1001476508,25B07FJNLA,07.02.25,8,UN,,250
P109,I93,930101926,1001476514,25B07FJNLB,07.02.25,8,UN,,250
P109,I93,930101926,1001476519,25B07FJNLC,07.02.25,8,UN,,250
P109,I93,930101926,1001476524,25B07FJNLD,07.02.25,8,UN,,250
P109,I93,930101926,1001476528,25B07FJNLE,07.02.25,8,UN,,250
P109,I93,930101926,1001476533,25B07FJNLF,07.02.25,8,UN,,250
P109,I93,930101926,1001476537,25B07FJNLG,07.02.25,8,UN,,250
P109,I93,930101926,1001476539,25B07FJNLG,07.02.25,8,UN,,250
P109,I93,930101926,1001476544,25B08FJNLA,08.02.25,8,UN,,249
P109,I93,930101926,1001476549,25B08FJNLB,08.02.25,8,UN,,249
P109,I93,930101926,1001476555,25B08FJNLC,08.02.25,8,UN,,249
P109,I93,930101926,1001476561,25B08FJNLD,08.02.25,8,UN,,249
P109,I93,930102055,1001487360,25C03AJAEA,03.03.25,8,UN,,226
P109,I93,930102055,1001487365,25C03AJAEB,03.03.25,8,UN,,226
P109,I93,930102055,1001487371,25C03AJAEC,03.03.25,8,UN,,226
P109,I93,930102055,1001487395,25C03AJAEE,03.03.25,8,UN,,226
P109,I93,930102055,1001487399,25C03AJAEF,03.03.25,8,UN,,226
P109,I93,930102055,1001487405,25C03AJAEG,03.03.25,8,UN,,226
P109,I93,930102055,1001487495,25C04AJAEA,04.03.25,8,UN,,225
P109,I93,930102055,1001487503,25C04AJAEB,04.03.25,8,UN,,225
P109,I93,930102055,1001487507,25C04AJAEC,04.03.25,8,UN,,225
P109,I93,930102055,1001487511,25C04AJAED,04.03.25,8,UN,,225
P109,I93,930102055,1001487515,25C04AJAEE,04.03.25,8,UN,,225
P109,I93,930102055,1001487520,25C04AJAEF,04.03.25,8,UN,,225
P109,I93,930102055,1001492112,25C06AJAEA,06.03.25,8,UN,,223
P109,I93,930102055,1001492127,25C06AJAEC,06.03.25,8,UN,,223
P109,I93,930102055,1001492132,25C06AJAED,06.03.25,8,UN,,223
P109,I93,930102055,1001492140,25C06AJAEE,06.03.25,8,UN,,223
P109,I93,930102055,1001492145,25C06AJAEF,06.03.25,8,UN,,223
P109,I93,930102055,1001492151,25C07AJAEA,07.03.25,8,UN,,222
P109,I93,930102055,1001492157,25C07AJAEB,07.03.25,8,UN,,222
P109,I93,930102055,1001492161,25C07AJAEC,07.03.25,8,UN,,222
P109,I93,930102055,1001492229,25C07AJAED,07.03.25,8,UN,,222
P109,I93,930102055,1001492236,25C07AJAEE,07.03.25,8,UN,,222
P109,I93,930102055,1001505692,25C21AJAEC,21.03.25,8,UN,,208
P109,I93,930102055,1001505704,25C21AJAEF,21.03.25,8,UN,,208
P109,I93,930102055,1001525959,25D08AJAEA,08.04.25,8,UN,,190
P109,I93,930102055,1001525961,25D07AJAEE,07.04.25,8,UN,,191
P109,I93,930102055,1001525963,25D07AJAED,07.04.25,8,UN,,191
P109,I93,930102055,1001525965,25D07AJAEC,07.04.25,8,UN,,191
P109,I93,930102055,1001525966,25D07AJAEB,07.04.25,8,UN,,191
P109,I93,930102055,1001525967,25D07AJAEA,07.04.25,8,UN,,191
P109,I93,930102055,1001525968,25D05AJAEE,05.04.25,8,UN,,193
P109,I93,930102055,1001525972,25D05AJAEC,05.04.25,8,UN,,193
P109,I93,930102055,1001525977,25D05AJAEB,05.04.25,8,UN,,193
P109,I93,930102055,1001525980,25D05AJAEA,05.04.25,8,UN,,193
P109,I93,920100670,1001613709,25J02GJNEA,02.10.25,8,UN,,13
P109,I93,920100670,1001613712,25J02GJNEB,02.10.25,8,UN,,13
P109,I93,920100670,1001613715,25J03GJNEA,03.10.25,8,UN,,12
P109,I93,920100670,1001613718,25J03GJNEB,03.10.25,8,UN,,12
P109,I93,920100670,1001613721,25J03GJNEC,03.10.25,8,UN,,12
P109,I93,920100670,1001613724,25J03GJNED,03.10.25,8,UN,,12
P109,I93,920100670,1001613728,25J03GJNEE,03.10.25,8,UN,,12
P109,I93,920100670,1001613732,25J04GJNEA,04.10.25,8,UN,,11
P109,I93,920100670,1001613736,25J04GJNEB,04.10.25,8,UN,,11
P109,I93,920100670,1001613741,25J04GJNEC,04.10.25,8,UN,,11
P109,I93,920100670,1001613746,25J04GJNED,04.10.25,8,UN,,11
P109,I93,920100670,1001613750,25J06GJNEA,06.10.25,8,UN,,9
P109,I93,920100670,1001613757,25J06GJNEB,06.10.25,8,UN,,9
P109,I93,920100670,1001613762,25J06GJNEC,06.10.25,8,UN,,9
P109,I93,920100670,1001614108,25J06GJNED,06.10.25,8,UN,,9
P109,I93,920100670,1001614116,25J06GJNEE,06.10.25,8,UN,,9
P109,I93,920100670,1001614219,25J07GJNEA,07.10.25,8,UN,,8
P109,I93,920100669,1001614223,25J07GJIEA,07.10.25,8,UN,,8
P109,I93,920100669,1001614230,25J07GJIEB,07.10.25,8,UN,,8
P109,I93,920100669,1001614809,25J07GJPEA,07.10.25,8,UN,,8
P109,I93,920100668,1001615547,25J10GJAEA,10.10.25,8,UN,,5
P109,I93,920100668,1001615550,25J10GJAEB,10.10.25,8,UN,,5
P109,I93,920100668,1001615557,25J10GJAEC,10.10.25,8,UN,,5
P109,I93,920100668,1001615561,25J10GJAED,10.10.25,8,UN,,5
P109,I93,920100668,1001615571,25J10GJAEE,10.10.25,8,UN,,5
P109,I93,920100668,1001615572,25J10GJAEF,10.10.25,8,UN,,5
P109,I93,920100668,1001615579,25J10GJAEG,10.10.25,8,UN,,5
P109,I93,920100668,1001615580,25J10GJAEH,10.10.25,8,UN,,5
P109,I93,920100668,1001615586,25J11GJAEA,11.10.25,8,UN,,4
P109,I93,920100668,1001615589,25J11GJAEB,11.10.25,8,UN,,4
P109,I93,920100668,1001615595,25J11GJAEC,11.10.25,8,UN,,4
P109,I93,920100668,1001615598,25J11GJAED,11.10.25,8,UN,,4
P109,I93,920100668,1001615604,25J11GJAEE,11.10.25,8,UN,,4
P109,I93,920100669,1001615641,25J13GJIEC,13.10.25,8,UN,,2
P109,I93,920100668,1001615822,25J08GJAEA,08.10.25,8,UN,,7
P109,I93,920100668,1001615830,25J08GJAEB,08.10.25,8,UN,,7
P109,I93,920100668,1001615834,25J09GJAEA,09.10.25,8,UN,,6
P109,I93,920100668,1001615842,25J09GJAEB,09.10.25,8,UN,,6
P109,I93,920100668,1001615853,25J09GJAEC,09.10.25,8,UN,,6
P109,I93,920100668,1001615857,25J09GJAED,09.10.25,8,UN,,6
P109,I93,920100668,1001615861,25J09GJAEE,09.10.25,8,UN,,6
P109,I93,920100668,1001615865,25J09GJAEF,09.10.25,8,UN,,6
P109,I93,920100668,1001615870,25J09GJAEG,09.10.25,8,UN,,6
P109,I93,920100668,1001615877,25J09GJAEH,09.10.25,8,UN,,6
P109,I93,930101927,1001324170,24C08FJALB,08.03.24,7,UN,,586
P109,I93,930101927,1001325714,24C11FJALD,11.03.24,7,UN,,583
P109,I93,930101928,1001327693,24C14FJHLJ,14.03.24,7,UN,,580
P109,I93,930101927,1001360141,24E06FJALA,06.05.24,7,UN,,527
P109,I93,930101926,1001476553,25B08FJNLC,08.02.25,7,UN,,249
P109,I93,930101927,1001324934,24C09FJALF,09.03.24,6,UN,,585
P109,I93,930101927,1001325698,24C11FJALF,11.03.24,6,UN,,583
P109,I93,930101927,1001325720,24C11FJALE,11.03.24,6,UN,,583
P109,I93,930101926,1001326365,24C12FJNLC,12.03.24,6,UN,,582
P109,I93,930101926,1001326427,24C12FJNLA,12.03.24,6,UN,,582
P109,I93,930101926,1001326438,24C12FJNLD,12.03.24,6,UN,,582
P109,I93,930101928,1001326831,24C13FJHLD,13.03.24,6,UN,,581
P109,I93,930101928,1001326848,24C13FJHLG,13.03.24,6,UN,,581
P109,I93,930101928,1001327311,24C14FJHLC,14.03.24,6,UN,,580
P109,I93,930101928,1001327335,24C14FJHLD,14.03.24,6,UN,,580
P109,I93,930101928,1001327342,24C14FJHLE,14.03.24,6,UN,,580
P109,I93,930101928,1001327354,24C14FJHLF,14.03.24,6,UN,,580
P109,I93,930101928,1001327696,24C14FJHLK,14.03.24,6,UN,,580
P109,I93,930101928,1001327746,24C15FJHLD,15.03.24,6,UN,,579
P109,I93,930101927,1001331288,24C11FJALA,11.03.24,6,UN,,583
P109,I93,930101926,1001331640,24C15FJNLD,15.03.24,6,UN,,579
P109,I93,930101926,1001332083,24C16FJNLC,16.03.24,6,UN,,578
P109,I93,930101927,1001332105,24C16FJALC,16.03.24,6,UN,,578
P109,I93,930101926,1001334275,24C15FJNLB,15.03.24,6,UN,,579
P109,I93,930101927,1001361526,24E06FJALD,06.05.24,6,UN,,527
P109,I93,930101927,1001362148,24E07FJALD,07.05.24,6,UN,,526
P109,I93,930101927,1001364976,24E09FJALD,09.05.24,6,UN,,524
P109,I93,930101926,1001391386,24G11FJNLA,11.07.24,6,UN,,461
P109,I93,930101926,1001391392,24G12FJNLD,12.07.24,6,UN,,460
P109,I93,930101928,1001476385,25B03FJHLB,03.02.25,6,UN,,254
P109,I93,930101928,1001476454,25B05FJHLB,05.02.25,6,UN,,252
P109,I93,930101926,1001476486,25B06FJNLB,06.02.25,6,UN,,251
P109,I93,930102055,1001487356,25C03AJAEA,03.03.25,6,UN,,226
P109,I93,930102055,1001487376,25C03AJAED,03.03.25,6,UN,,226
P109,I93,930102055,1001487397,25C03AJAEF,03.03.25,6,UN,,226
P109,I93,930102055,1001487445,25C04AJAEA,04.03.25,6,UN,,225
P109,I93,930102055,1001492125,25C06AJAEC,06.03.25,6,UN,,223
P109,I93,930102055,1001499399,25C14AJAEB,14.03.25,6,UN,,215
P109,I93,930102055,1001500905,25C17AJAEB,17.03.25,6,UN,,212
P109,I93,930102055,1001504529,25C20AJAED,20.03.25,6,UN,,209
P109,I93,930102055,1001515748,25C29AJAEA,29.03.25,6,UN,,200
P109,I93,930102055,1001522125,25D03AJAEB,03.04.25,6,UN,,195
P109,I93,930102055,1001522130,25D03AJAEC,03.04.25,6,UN,,195
P109,I93,930102055,1001523333,25D05AJAED,05.04.25,6,UN,,193
P109,I93,920100670,1001613708,25J02GJNEA,02.10.25,6,UN,,13
P109,I93,920100670,1001613711,25J02GJNEB,02.10.25,6,UN,,13
P109,I93,920100670,1001613717,25J03GJNEB,03.10.25,6,UN,,12
P109,I93,920100670,1001613720,25J03GJNEC,03.10.25,6,UN,,12
P109,I93,920100670,1001613723,25J03GJNED,03.10.25,6,UN,,12
P109,I93,920100670,1001613735,25J04GJNEB,04.10.25,6,UN,,11
P109,I93,920100670,1001613740,25J04GJNEC,04.10.25,6,UN,,11
P109,I93,920100669,1001614248,25J07GJIEC,07.10.25,6,UN,,8
P109,I93,920100669,1001614525,25J08GJIED,08.10.25,6,UN,,7
P109,I93,920100668,1001615548,25J10GJAEB,10.10.25,6,UN,,5
P109,I93,920100668,1001615570,25J10GJAEF,10.10.25,6,UN,,5
P109,I93,920100668,1001615577,25J10GJAEG,10.10.25,6,UN,,5
P109,I93,920100668,1001615597,25J11GJAED,11.10.25,6,UN,,4
P109,I93,920100668,1001615603,25J11GJAEE,11.10.25,6,UN,,4
P109,I93,920100669,1001615625,25J13GJIEA,13.10.25,6,UN,,2
P109,I93,920100668,1001615855,25J09GJAED,09.10.25,6,UN,,6
P109,I93,920100668,1001615860,25J09GJAEE,09.10.25,6,UN,,6
P109,I93,930101927,1001324164,24C08FJALA,08.03.24,5,UN,,586
P109,I93,930101927,1001324172,24C08FJALB,08.03.24,5,UN,,586
P109,I93,930101927,1001324177,24C08FJALC,08.03.24,5,UN,,586
P109,I93,930101927,1001324179,24C08FJALC,08.03.24,5,UN,,586
P109,I93,930101927,1001324188,24C08FJALD,08.03.24,5,UN,,586
P109,I93,930101927,1001324901,24C09FJALA,09.03.24,5,UN,,585
P109,I93,930101927,1001324909,24C09FJALB,09.03.24,5,UN,,585
P109,I93,930101927,1001324921,24C09FJALC,09.03.24,5,UN,,585
P109,I93,930101927,1001324927,24C09FJALD,09.03.24,5,UN,,585
P109,I93,930101927,1001324931,24C09FJALE,09.03.24,5,UN,,585
P109,I93,930101927,1001324936,24C09FJALF,09.03.24,5,UN,,585
P109,I93,930101927,1001324943,24C09FJALG,09.03.24,5,UN,,585
P109,I93,930101927,1001325701,24C11FJALF,11.03.24,5,UN,,583
P109,I93,930101927,1001325704,24C11FJALB,11.03.24,5,UN,,583
P109,I93,930101927,1001325709,24C11FJALC,11.03.24,5,UN,,583
P109,I93,930101927,1001325716,24C11FJALD,11.03.24,5,UN,,583
P109,I93,930101927,1001325723,24C11FJALE,11.03.24,5,UN,,583
P109,I93,930101927,1001326361,24C12FJALA,12.03.24,5,UN,,582
P109,I93,930101926,1001326368,24C12FJNLC,12.03.24,5,UN,,582
P109,I93,930101926,1001326429,24C12FJNLA,12.03.24,5,UN,,582
P109,I93,930101926,1001326435,24C12FJNLB,12.03.24,5,UN,,582
P109,I93,930101926,1001326440,24C12FJNLD,12.03.24,5,UN,,582
P109,I93,930101926,1001326446,24C12FJNLE,12.03.24,5,UN,,582
P109,I93,930101926,1001326453,24C12FJNLF,12.03.24,5,UN,,582
P109,I93,930101928,1001326814,24C13FJHLA,13.03.24,5,UN,,581
P109,I93,930101928,1001326820,24C13FJHLB,13.03.24,5,UN,,581
P109,I93,930101928,1001326828,24C13FJHLC,13.03.24,5,UN,,581
P109,I93,930101928,1001326833,24C13FJHLD,13.03.24,5,UN,,581
P109,I93,930101928,1001326838,24C13FJHLE,13.03.24,5,UN,,581
P109,I93,930101928,1001326844,24C13FJHLF,13.03.24,5,UN,,581
P109,I93,930101928,1001326850,24C13FJHLG,13.03.24,5,UN,,581
P109,I93,930101928,1001326864,24C13FJHLI,13.03.24,5,UN,,581
P109,I93,930101926,1001326870,24C13FJNLA,13.03.24,5,UN,,581
P109,I93,930101928,1001327302,24C14FJHLA,14.03.24,5,UN,,580
P109,I93,930101928,1001327308,24C14FJHLB,14.03.24,5,UN,,580
P109,I93,930101928,1001327313,24C14FJHLC,14.03.24,5,UN,,580
P109,I93,930101928,1001327337,24C14FJHLD,14.03.24,5,UN,,580
P109,I93,930101928,1001327344,24C14FJHLE,14.03.24,5,UN,,580
P109,I93,930101928,1001327357,24C14FJHLF,14.03.24,5,UN,,580
P109,I93,930101928,1001327657,24C14FJHLG,14.03.24,5,UN,,580
P109,I93,930101928,1001327688,24C14FJHLI,14.03.24,5,UN,,580
P109,I93,930101928,1001327699,24C14FJHLK,14.03.24,5,UN,,580
P109,I93,930101928,1001327724,24C15FJHLA,15.03.24,5,UN,,579
P109,I93,930101928,1001327729,24C15FJHLB,15.03.24,5,UN,,579
P109,I93,930101928,1001327737,24C15FJHLC,15.03.24,5,UN,,579
P109,I93,930101928,1001327747,24C15FJHLD,15.03.24,5,UN,,579
P109,I93,930101926,1001331213,24C15FJNLC,15.03.24,5,UN,,579
P109,I93,930101927,1001331290,24C11FJALA,11.03.24,5,UN,,583
P109,I93,930101926,1001331642,24C15FJNLD,15.03.24,5,UN,,579
P109,I93,930101926,1001332072,24C16FJNLA,16.03.24,5,UN,,578
P109,I93,930101926,1001332078,24C16FJNLB,16.03.24,5,UN,,578
P109,I93,930101926,1001332085,24C16FJNLC,16.03.24,5,UN,,578
P109,I93,930101926,1001332089,24C16FJNLD,16.03.24,5,UN,,578
P109,I93,930101926,1001332093,24C16FJNLE,16.03.24,5,UN,,578
P109,I93,930101927,1001332100,24C16FJALB,16.03.24,5,UN,,578
P109,I93,930101927,1001332107,24C16FJALC,16.03.24,5,UN,,578
P109,I93,930101926,1001334266,24C15FJNLA,15.03.24,5,UN,,579
P109,I93,930101927,1001334269,24C16FJALA,16.03.24,5,UN,,578
P109,I93,930101926,1001334277,24C15FJNLB,15.03.24,5,UN,,579
P109,I93,930101927,1001360143,24E06FJALA,06.05.24,5,UN,,527
P109,I93,930101927,1001361511,24E07FJALA,07.05.24,5,UN,,526
P109,I93,930101927,1001361528,24E06FJALD,06.05.24,5,UN,,527
P109,I93,930101927,1001361533,24E06FJALC,06.05.24,5,UN,,527
P109,I93,930101927,1001361540,24E06FJALB,06.05.24,5,UN,,527
P109,I93,930101927,1001361725,24E07FJALB,07.05.24,5,UN,,526
P109,I93,930101927,1001361824,24E07FJALC,07.05.24,5,UN,,526
P109,I93,930101927,1001362151,24E07FJALD,07.05.24,5,UN,,526
P109,I93,930101927,1001362761,24E08FJALA,08.05.24,5,UN,,525
P109,I93,930101927,1001362809,24E08FJALB,08.05.24,5,UN,,525
P109,I93,930101927,1001363303,24E08FJALE,08.05.24,5,UN,,525
P109,I93,930101927,1001364978,24E09FJALD,09.05.24,5,UN,,524
P109,I93,930101926,1001380063,24F01FJNLA,01.06.24,5,UN,,501
P109,I93,930101926,1001380069,24F01FJNLB,01.06.24,5,UN,,501
P109,I93,930101926,1001383748,24F17FJNLA,17.06.24,5,UN,,485
P109,I93,930101926,1001383751,24F17FJNLB,17.06.24,5,UN,,485
P109,I93,930101926,1001383753,24F17FJNLC,17.06.24,5,UN,,485
P109,I93,930101926,1001383768,24F18FJNLA,18.06.24,5,UN,,484
P109,I93,930101926,1001383931,24F19FJNLE,19.06.24,5,UN,,483
P109,I93,930101928,1001384997,24C13FJHLH,13.03.24,5,UN,,581
P109,I93,930101926,1001391388,24G11FJNLA,11.07.24,5,UN,,461
P109,I93,930101926,1001391391,24G12FJNLC,12.07.24,5,UN,,460
P109,I93,930101926,1001391394,24G12FJNLD,12.07.24,5,UN,,460
P109,I93,930101926,1001391397,24G12FJNLE,12.07.24,5,UN,,460
P109,I93,930101926,1001435722,25A06FJNLC,06.01.25,5,UN,,282
P109,I93,930101926,1001435816,25A06FJNLA,06.01.25,5,UN,,282
P109,I93,930101926,1001435829,25A06FJNLB,06.01.25,5,UN,,282
P109,I93,930101926,1001435836,25A07FJNLA,07.01.25,5,UN,,281
P109,I93,930101926,1001435840,25A07FJNLB,07.01.25,5,UN,,281
P109,I93,930101928,1001476346,25B01FJHLA,01.02.25,5,UN,,256
P109,I93,930101928,1001476351,25B01FJHLB,01.02.25,5,UN,,256
P109,I93,930101928,1001476367,25B01FJHLD,01.02.25,5,UN,,256
P109,I93,930101928,1001476376,25B01FJHLE,01.02.25,5,UN,,256
P109,I93,930101928,1001476381,25B03FJHLA,03.02.25,5,UN,,254
P109,I93,930101928,1001476386,25B03FJHLB,03.02.25,5,UN,,254
P109,I93,930101928,1001476393,25B03FJHLC,03.02.25,5,UN,,254
P109,I93,930101928,1001476399,25B03FJHLD,03.02.25,5,UN,,254
P109,I93,930101928,1001476405,25B03FJHLE,03.02.25,5,UN,,254
P109,I93,930101928,1001476410,25B03FJHLF,03.02.25,5,UN,,254
P109,I93,930101928,1001476415,25B04FJHLA,04.02.25,5,UN,,253
